Worksheet Filter,Median Sale Price,Period End,Property Type,Region,Region Type,State Code
Value,$175K,1/31/2019,All Residential,"Louisville, KY",Place/City,KY
Value,$404K,11/30/2012,All Residential,"Boston, MA",Place/City,MA
Value,$487K,9/30/2014,All Residential,"Boston, MA",Place/City,MA
Value,$575K,10/31/2016,All Residential,"Boston, MA",Place/City,MA
Value,$172K,10/31/2015,All Residential,"Newport News, VA",County,VA
Value,$165K,12/31/2016,All Residential,"Newport News, VA",County,VA
Value,$173K,12/31/2018,All Residential,"Newport News, VA",County,VA
Value,$127K,6/30/2012,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$305K,1/31/2012,All Residential,"San Diego, CA",Place/City,CA
Value,$375K,2/28/2013,All Residential,"San Diego, CA",Place/City,CA
Value,$436K,6/30/2013,All Residential,"San Diego, CA",Place/City,CA
Value,$468K,10/31/2013,All Residential,"Los Angeles, CA",Place/City,CA
Value,$988K,2/28/2014,All Residential,"San Francisco, CA",Place/City,CA
Value,$475K,2/28/2014,All Residential,"Los Angeles, CA",Place/City,CA
Value,"$1,023K",3/31/2014,All Residential,"San Francisco, CA",Place/City,CA
Value,$520K,5/31/2014,All Residential,"Los Angeles, CA",Place/City,CA
Value,$515K,9/30/2014,All Residential,"Los Angeles, CA",Place/City,CA
Value,"$1,150K",12/31/2015,All Residential,"San Francisco, CA",Place/City,CA
Value,$615K,1/31/2017,All Residential,"Los Angeles, CA",Place/City,CA
Value,$690K,2/28/2018,All Residential,"Los Angeles, CA",Place/City,CA
Value,$706K,4/30/2018,All Residential,"Los Angeles, CA",Place/City,CA
Value,$690K,12/31/2018,All Residential,"Los Angeles, CA",Place/City,CA
Value,$186K,10/31/2013,All Residential,"Miami, FL",Place/City,FL
Value,$217K,6/30/2014,All Residential,"Miami, FL",Place/City,FL
Value,$270K,9/30/2016,All Residential,"Miami, FL",Place/City,FL
Value,$179K,12/31/2012,All Residential,"Atlanta, GA",Place/City,GA
Value,$148K,3/31/2012,All Residential,"Chicago, IL",Place/City,IL
Value,$184K,7/31/2012,All Residential,"Chicago, IL",Place/City,IL
Value,$240K,6/30/2013,All Residential,"Chicago, IL",Place/City,IL
Value,$230K,8/31/2013,All Residential,"Chicago, IL",Place/City,IL
Value,$212K,1/31/2015,All Residential,"Chicago, IL",Place/City,IL
Value,$298K,6/30/2017,All Residential,"Chicago, IL",Place/City,IL
Value,$295K,3/31/2018,All Residential,"Chicago, IL",Place/City,IL
Value,$295K,4/30/2018,All Residential,"Chicago, IL",Place/City,IL
Value,$270K,9/30/2018,All Residential,"Chicago, IL",Place/City,IL
Value,$445K,12/31/2013,All Residential,"Boston, MA",Place/City,MA
Value,$563K,2/28/2017,All Residential,"Boston, MA",Place/City,MA
Value,$320K,2/28/2018,All Residential,"Ann Arbor, MI",Place/City,MI
Value,$210K,12/31/2015,All Residential,"Minneapolis, MN",Place/City,MN
Value,$175K,5/31/2013,All Residential,"Charlotte, NC",Place/City,NC
Value,$167K,11/30/2013,All Residential,"Charlotte, NC",Place/City,NC
Value,$158K,1/31/2014,All Residential,"Charlotte, NC",Place/City,NC
Value,$230K,9/30/2018,All Residential,"Charlotte, NC",Place/City,NC
Value,$233K,11/30/2018,All Residential,"Charlotte, NC",Place/City,NC
Value,$495K,1/31/2016,All Residential,"New York, NY",Place/City,NY
Value,$539K,5/31/2017,All Residential,"New York, NY",Place/City,NY
Value,$134K,7/31/2015,All Residential,"Cincinnati, OH",Place/City,OH
Value,$113K,1/31/2016,All Residential,"Cincinnati, OH",Place/City,OH
Value,$134K,5/31/2016,All Residential,"Cincinnati, OH",Place/City,OH
Value,$150K,4/30/2016,All Residential,"Louisville, KY",Place/City,KY
Value,$155K,2/28/2017,All Residential,"Louisville, KY",Place/City,KY
Value,$450K,6/30/2013,All Residential,"Boston, MA",Place/City,MA
Value,$606K,6/30/2016,All Residential,"Boston, MA",Place/City,MA
Value,$573K,11/30/2016,All Residential,"Boston, MA",Place/City,MA
Value,$690K,7/31/2018,All Residential,"Boston, MA",Place/City,MA
Value,$124K,5/31/2014,All Residential,"Cincinnati, OH",Place/City,OH
Value,$166K,2/28/2017,All Residential,"Newport News, VA",County,VA
Value,$188K,3/31/2018,All Residential,"Newport News, VA",County,VA
Value,$167K,1/31/2019,All Residential,"Newport News, VA",County,VA
Value,$173K,5/31/2014,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$179K,6/30/2014,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$180K,11/30/2014,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$192K,1/31/2016,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$219K,12/31/2016,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$226K,2/28/2017,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$255K,7/31/2018,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$255K,1/31/2019,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$750K,8/31/2012,All Residential,"San Francisco, CA",Place/City,CA
Value,$912K,5/31/2013,All Residential,"San Francisco, CA",Place/City,CA
Value,$440K,8/31/2013,All Residential,"San Diego, CA",Place/City,CA
Value,$475K,12/31/2013,All Residential,"Los Angeles, CA",Place/City,CA
Value,$459K,4/30/2014,All Residential,"San Diego, CA",Place/City,CA
Value,"$1,100K",6/30/2014,All Residential,"San Francisco, CA",Place/City,CA
Value,$982K,9/30/2014,All Residential,"San Francisco, CA",Place/City,CA
Value,"$1,063K",10/31/2014,All Residential,"San Francisco, CA",Place/City,CA
Value,$555K,4/30/2015,All Residential,"Los Angeles, CA",Place/City,CA
Value,$575K,11/30/2015,All Residential,"Los Angeles, CA",Place/City,CA
Value,$600K,6/30/2016,All Residential,"Los Angeles, CA",Place/City,CA
Value,$665K,5/31/2017,All Residential,"Los Angeles, CA",Place/City,CA
Value,$669K,9/30/2017,All Residential,"Los Angeles, CA",Place/City,CA
Value,$660K,10/31/2017,All Residential,"Los Angeles, CA",Place/City,CA
Value,"$1,400K",9/30/2018,All Residential,"San Francisco, CA",Place/City,CA
Value,$157K,8/31/2012,All Residential,"Miami, FL",Place/City,FL
Value,$158K,4/30/2016,All Residential,"Jacksonville, FL",Place/City,FL
Value,$305K,3/31/2019,All Residential,"Miami, FL",Place/City,FL
Value,$241K,12/31/2015,All Residential,"Atlanta, GA",Place/City,GA
Value,$255K,10/31/2016,All Residential,"Atlanta, GA",Place/City,GA
Value,$295K,7/31/2017,All Residential,"Atlanta, GA",Place/City,GA
Value,$265K,3/31/2018,All Residential,"Atlanta, GA",Place/City,GA
Value,$165K,10/31/2012,All Residential,"Chicago, IL",Place/City,IL
Value,$155K,1/31/2013,All Residential,"Chicago, IL",Place/City,IL
Value,$260K,8/31/2014,All Residential,"Chicago, IL",Place/City,IL
Value,$280K,6/30/2016,All Residential,"Chicago, IL",Place/City,IL
Value,$275K,3/31/2017,All Residential,"Chicago, IL",Place/City,IL
Value,$295K,2/28/2017,All Residential,"Ann Arbor, MI",Place/City,MI
Value,$212K,5/31/2014,All Residential,"Minneapolis, MN",Place/City,MN
Value,$236K,7/31/2016,All Residential,"Minneapolis, MN",Place/City,MN
Value,$234K,3/31/2017,All Residential,"Minneapolis, MN",Place/City,MN
Value,$412K,7/31/2012,All Residential,"Boston, MA",Place/City,MA
Value,$485K,1/31/2015,All Residential,"Boston, MA",Place/City,MA
Value,$516K,4/30/2015,All Residential,"Boston, MA",Place/City,MA
Value,$550K,4/30/2016,All Residential,"Boston, MA",Place/City,MA
Value,$605K,8/31/2017,All Residential,"Boston, MA",Place/City,MA
Value,$580K,10/31/2018,All Residential,"New York, NY",Place/City,NY
Value,$105K,11/30/2013,All Residential,"Cincinnati, OH",Place/City,OH
Value,$220K,1/31/2014,All Residential,"Virginia Beach, VA",County,VA
Value,$156K,9/30/2014,All Residential,"Newport News, VA",County,VA
Value,$167K,12/31/2014,All Residential,"Newport News, VA",County,VA
Value,$163K,2/28/2018,All Residential,"Newport News, VA",County,VA
Value,$184K,9/30/2018,All Residential,"Newport News, VA",County,VA
Value,$185K,7/31/2014,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$193K,4/30/2015,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$215K,7/31/2016,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$342K,6/30/2012,All Residential,"Los Angeles, CA",Place/City,CA
Value,$360K,1/31/2013,All Residential,"Los Angeles, CA",Place/City,CA
Value,$472K,6/30/2013,All Residential,"Los Angeles, CA",Place/City,CA
Value,$465K,5/31/2014,All Residential,"San Diego, CA",Place/City,CA
Value,$488K,4/30/2015,All Residential,"San Diego, CA",Place/City,CA
Value,$545K,9/30/2015,All Residential,"Los Angeles, CA",Place/City,CA
Value,$525K,9/30/2016,All Residential,"San Diego, CA",Place/City,CA
Value,$610K,10/31/2016,All Residential,"Los Angeles, CA",Place/City,CA
Value,"$1,290K",7/31/2017,All Residential,"San Francisco, CA",Place/City,CA
Value,$650K,8/31/2017,All Residential,"Los Angeles, CA",Place/City,CA
Value,$710K,5/31/2018,All Residential,"Los Angeles, CA",Place/City,CA
Value,"$1,438K",5/31/2018,All Residential,"San Francisco, CA",Place/City,CA
Value,"$1,425K",4/30/2019,All Residential,"San Francisco, CA",Place/City,CA
Value,$265K,7/31/2013,All Residential,"Denver, CO",Place/City,CO
Value,$388K,7/31/2017,All Residential,"Denver, CO",Place/City,CO
Value,$390K,12/31/2017,All Residential,"Denver, CO",Place/City,CO
Value,$381K,1/31/2019,All Residential,"Denver, CO",Place/City,CO
Value,$165K,6/30/2012,All Residential,"Miami, FL",Place/City,FL
Value,$163K,11/30/2012,All Residential,"Miami, FL",Place/City,FL
Value,$165K,2/28/2013,All Residential,"Miami, FL",Place/City,FL
Value,$235K,8/31/2015,All Residential,"Miami, FL",Place/City,FL
Value,$260K,4/30/2016,All Residential,"Miami, FL",Place/City,FL
Value,$262K,6/30/2016,All Residential,"Miami, FL",Place/City,FL
Value,$160K,11/30/2016,All Residential,"Jacksonville, FL",Place/City,FL
Value,$301K,3/31/2018,All Residential,"Miami, FL",Place/City,FL
Value,$233K,4/30/2015,All Residential,"Atlanta, GA",Place/City,GA
Value,$232K,1/31/2017,All Residential,"Atlanta, GA",Place/City,GA
Value,$270K,6/30/2017,All Residential,"Atlanta, GA",Place/City,GA
Value,$272K,10/31/2017,All Residential,"Atlanta, GA",Place/City,GA
Value,$185K,9/30/2012,All Residential,"Chicago, IL",Place/City,IL
Value,$220K,10/31/2013,All Residential,"Chicago, IL",Place/City,IL
Value,$250K,9/30/2015,All Residential,"Chicago, IL",Place/City,IL
Value,$300K,6/30/2018,All Residential,"Chicago, IL",Place/City,IL
Value,$394K,8/31/2012,All Residential,"Boston, MA",Place/City,MA
Value,$406K,10/31/2012,All Residential,"Boston, MA",Place/City,MA
Value,$345K,1/31/2018,All Residential,"Ann Arbor, MI",Place/City,MI
Value,$165K,12/31/2017,All Residential,"Louisville, KY",Place/City,KY
Value,$394K,5/31/2012,All Residential,"Boston, MA",Place/City,MA
Value,$462K,10/31/2013,All Residential,"Boston, MA",Place/City,MA
Value,$550K,6/30/2015,All Residential,"Boston, MA",Place/City,MA
Value,$573K,12/31/2016,All Residential,"Boston, MA",Place/City,MA
Value,$590K,2/28/2019,All Residential,"Boston, MA",Place/City,MA
Value,$520K,4/30/2016,All Residential,"New York, NY",Place/City,NY
Value,$585K,6/30/2017,All Residential,"New York, NY",Place/City,NY
Value,$150K,4/30/2018,All Residential,"Cincinnati, OH",Place/City,OH
Value,$630K,3/31/2017,All Residential,"Seattle, WA",Place/City,WA
Value,$165K,7/31/2015,All Residential,"Newport News, VA",County,VA
Value,$168K,8/31/2015,All Residential,"Newport News, VA",County,VA
Value,$243K,5/31/2016,All Residential,"Virginia Beach, VA",County,VA
Value,$137K,1/31/2017,All Residential,"Newport News, VA",County,VA
Value,$171K,7/31/2017,All Residential,"Newport News, VA",County,VA
Value,$189K,6/30/2018,All Residential,"Newport News, VA",County,VA
Value,$181K,8/31/2018,All Residential,"Newport News, VA",County,VA
Value,$253K,3/31/2019,All Residential,"Virginia Beach, VA",County,VA
Value,$189K,3/31/2015,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$235K,6/30/2017,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$244K,10/31/2017,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$250K,8/31/2018,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$754K,4/30/2012,All Residential,"San Francisco, CA",Place/City,CA
Value,$445K,9/30/2013,All Residential,"San Diego, CA",Place/City,CA
Value,$500K,3/31/2014,All Residential,"Los Angeles, CA",Place/City,CA
Value,$479K,6/30/2014,All Residential,"San Diego, CA",Place/City,CA
Value,$529K,8/31/2014,All Residential,"Los Angeles, CA",Place/City,CA
Value,"$1,248K",6/30/2016,All Residential,"San Francisco, CA",Place/City,CA
Value,"$1,140K",1/31/2017,All Residential,"San Francisco, CA",Place/City,CA
Value,$670K,6/30/2017,All Residential,"Los Angeles, CA",Place/City,CA
Value,$575K,8/31/2017,All Residential,"San Diego, CA",Place/City,CA
Value,$640K,1/31/2018,All Residential,"Los Angeles, CA",Place/City,CA
Value,"$1,455K",3/31/2018,All Residential,"San Francisco, CA",Place/City,CA
Value,"$1,407K",6/30/2018,All Residential,"San Francisco, CA",Place/City,CA
Value,$690K,9/30/2018,All Residential,"Los Angeles, CA",Place/City,CA
Value,"$1,340K",11/30/2018,All Residential,"San Francisco, CA",Place/City,CA
Value,$181K,2/29/2012,All Residential,"Denver, CO",Place/City,CO
Value,$232K,12/31/2012,All Residential,"Denver, CO",Place/City,CO
Value,$265K,3/31/2014,All Residential,"Denver, CO",Place/City,CO
Value,$216K,8/31/2014,All Residential,"Miami, FL",Place/City,FL
Value,$150K,10/31/2015,All Residential,"Jacksonville, FL",Place/City,FL
Value,$170K,3/31/2017,All Residential,"Jacksonville, FL",Place/City,FL
Value,$183K,12/31/2017,All Residential,"Jacksonville, FL",Place/City,FL
Value,$240K,3/31/2016,All Residential,"Atlanta, GA",Place/City,GA
Value,$254K,3/31/2017,All Residential,"Atlanta, GA",Place/City,GA
Value,$266K,12/31/2017,All Residential,"Atlanta, GA",Place/City,GA
Value,$319K,6/30/2018,All Residential,"Atlanta, GA",Place/City,GA
Value,$233K,7/31/2013,All Residential,"Chicago, IL",Place/City,IL
Value,$215K,4/30/2014,All Residential,"Chicago, IL",Place/City,IL
Value,$204K,3/31/2014,All Residential,"Chicago, IL",Place/City,IL
Value,$160K,7/31/2015,All Residential,"Louisville, KY",Place/City,KY
Value,$145K,11/30/2015,All Residential,"Louisville, KY",Place/City,KY
Value,$162K,1/31/2017,All Residential,"Louisville, KY",Place/City,KY
Value,$164K,4/30/2017,All Residential,"Louisville, KY",Place/City,KY
Value,$175K,6/30/2017,All Residential,"Louisville, KY",Place/City,KY
Value,$177K,10/31/2018,All Residential,"Louisville, KY",Place/City,KY
Value,$178K,4/30/2019,All Residential,"Louisville, KY",Place/City,KY
Value,$415K,12/31/2012,All Residential,"Boston, MA",Place/City,MA
Value,$446K,7/31/2013,All Residential,"Boston, MA",Place/City,MA
Value,$497K,2/28/2015,All Residential,"Boston, MA",Place/City,MA
Value,$525K,12/31/2015,All Residential,"Boston, MA",Place/City,MA
Value,$620K,6/30/2017,All Residential,"Boston, MA",Place/City,MA
Value,$630K,3/31/2018,All Residential,"Boston, MA",Place/City,MA
Value,$525K,2/29/2016,All Residential,"New York, NY",Place/City,NY
Value,$608K,3/31/2019,All Residential,"New York, NY",Place/City,NY
Value,$150K,5/31/2014,All Residential,"Newport News, VA",County,VA
Value,$148K,10/31/2014,All Residential,"Newport News, VA",County,VA
Value,$163K,5/31/2015,All Residential,"Newport News, VA",County,VA
Value,$244K,1/31/2016,All Residential,"Virginia Beach, VA",County,VA
Value,$174K,4/30/2016,All Residential,"Newport News, VA",County,VA
Value,$258K,7/31/2016,All Residential,"Virginia Beach, VA",County,VA
Value,$172K,9/30/2016,All Residential,"Newport News, VA",County,VA
Value,$183K,5/31/2017,All Residential,"Newport News, VA",County,VA
Value,$260K,4/30/2018,All Residential,"Virginia Beach, VA",County,VA
Value,$256K,2/28/2019,All Residential,"Virginia Beach, VA",County,VA
Value,$187K,3/31/2019,All Residential,"Newport News, VA",County,VA
Value,$140K,11/30/2012,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$135K,1/31/2013,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$153K,3/31/2013,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$165K,10/31/2013,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$180K,10/31/2014,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$185K,12/31/2014,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$206K,4/30/2016,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$257K,5/31/2018,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$255K,4/30/2019,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$325K,3/31/2012,All Residential,"Los Angeles, CA",Place/City,CA
Value,$328K,4/30/2012,All Residential,"Los Angeles, CA",Place/City,CA
Value,$355K,8/31/2012,All Residential,"Los Angeles, CA",Place/City,CA
Value,$386K,12/31/2012,All Residential,"Los Angeles, CA",Place/City,CA
Value,$450K,5/31/2013,All Residential,"San Diego, CA",Place/City,CA
Value,$470K,7/31/2013,All Residential,"Los Angeles, CA",Place/City,CA
Value,$442K,7/31/2013,All Residential,"San Diego, CA",Place/City,CA
Value,$459K,11/30/2013,All Residential,"Los Angeles, CA",Place/City,CA
Value,$450K,1/31/2014,All Residential,"Los Angeles, CA",Place/City,CA
Value,$560K,12/31/2015,All Residential,"Los Angeles, CA",Place/City,CA
Value,$505K,12/31/2015,All Residential,"San Diego, CA",Place/City,CA
Value,"$1,300K",10/31/2016,All Residential,"San Francisco, CA",Place/City,CA
Value,"$1,275K",2/28/2017,All Residential,"San Francisco, CA",Place/City,CA
Value,"$1,275K",4/30/2017,All Residential,"San Francisco, CA",Place/City,CA
Value,$220K,12/31/2014,All Residential,"Chicago, IL",Place/City,IL
Value,$226K,3/31/2015,All Residential,"Chicago, IL",Place/City,IL
Value,$250K,1/31/2019,All Residential,"Chicago, IL",Place/City,IL
Value,$155K,3/31/2017,All Residential,"Louisville, KY",Place/City,KY
Value,$168K,1/31/2018,All Residential,"Louisville, KY",Place/City,KY
Value,$516K,7/31/2015,All Residential,"Boston, MA",Place/City,MA
Value,$590K,3/31/2017,All Residential,"Boston, MA",Place/City,MA
Value,$135K,11/30/2016,All Residential,"Cincinnati, OH",Place/City,OH
Value,$160K,4/30/2015,All Residential,"Newport News, VA",Place/City,VA
Value,$235K,9/30/2014,All Residential,"Virginia Beach, VA",County,VA
Value,$161K,2/28/2015,All Residential,"Newport News, VA",County,VA
Value,$175K,6/30/2015,All Residential,"Newport News, VA",County,VA
Value,$255K,8/31/2016,All Residential,"Virginia Beach, VA",County,VA
Value,$160K,4/30/2017,All Residential,"Newport News, VA",County,VA
Value,$275K,6/30/2017,All Residential,"Virginia Beach, VA",County,VA
Value,$179K,10/31/2017,All Residential,"Newport News, VA",County,VA
Value,$177K,12/31/2017,All Residential,"Newport News, VA",County,VA
Value,$170K,2/28/2019,All Residential,"Newport News, VA",County,VA
Value,$155K,4/30/2013,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$159K,5/31/2013,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$183K,8/31/2014,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$202K,5/31/2015,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$205K,9/30/2015,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$200K,12/31/2015,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$225K,3/31/2017,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$220K,4/30/2017,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$233K,8/31/2017,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$255K,11/30/2018,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$300K,1/31/2012,All Residential,"Los Angeles, CA",Place/City,CA
Value,$350K,7/31/2012,All Residential,"Los Angeles, CA",Place/City,CA
Value,$355K,10/31/2012,All Residential,"Los Angeles, CA",Place/City,CA
Value,$432K,4/30/2013,All Residential,"San Diego, CA",Place/City,CA
Value,$883K,6/30/2013,All Residential,"San Francisco, CA",Place/City,CA
Value,$479K,9/30/2013,All Residential,"Los Angeles, CA",Place/City,CA
Value,$510K,6/30/2014,All Residential,"Los Angeles, CA",Place/City,CA
Value,$520K,7/31/2014,All Residential,"Los Angeles, CA",Place/City,CA
Value,$475K,10/31/2014,All Residential,"San Diego, CA",Place/City,CA
Value,$515K,2/28/2015,All Residential,"Los Angeles, CA",Place/City,CA
Value,$620K,8/31/2016,All Residential,"Los Angeles, CA",Place/City,CA
Value,$615K,11/30/2016,All Residential,"Los Angeles, CA",Place/City,CA
Value,$545K,4/30/2017,All Residential,"San Diego, CA",Place/City,CA
Value,$559K,9/30/2017,All Residential,"San Diego, CA",Place/City,CA
Value,$620K,5/31/2018,All Residential,"San Diego, CA",Place/City,CA
Value,$622K,7/31/2018,All Residential,"San Diego, CA",Place/City,CA
Value,$615K,9/30/2018,All Residential,"San Diego, CA",Place/City,CA
Value,$669K,1/31/2019,All Residential,"Los Angeles, CA",Place/City,CA
Value,$670K,2/28/2019,All Residential,"Los Angeles, CA",Place/City,CA
Value,$725K,4/30/2019,All Residential,"Los Angeles, CA",Place/City,CA
Value,$210K,3/31/2012,All Residential,"Denver, CO",Place/City,CO
Value,$174K,3/31/2017,All Residential,"Newport News, VA",County,VA
Value,$525K,8/31/2016,All Residential,"San Diego, CA",Place/City,CA
Value,"$1,153K",9/30/2016,All Residential,"San Francisco, CA",Place/City,CA
Value,"$1,200K",12/31/2016,All Residential,"San Francisco, CA",Place/City,CA
Value,$586K,6/30/2017,All Residential,"San Diego, CA",Place/City,CA
Value,$267K,8/31/2014,All Residential,"Denver, CO",Place/City,CO
Value,$327K,11/30/2015,All Residential,"Denver, CO",Place/City,CO
Value,$420K,7/31/2018,All Residential,"Denver, CO",Place/City,CO
Value,$157K,7/31/2012,All Residential,"Miami, FL",Place/City,FL
Value,$300K,6/30/2018,All Residential,"Miami, FL",Place/City,FL
Value,$225K,2/29/2016,All Residential,"Chicago, IL",Place/City,IL
Value,$248K,3/31/2016,All Residential,"Chicago, IL",Place/City,IL
Value,$295K,7/31/2017,All Residential,"Chicago, IL",Place/City,IL
Value,$299K,4/30/2019,All Residential,"Chicago, IL",Place/City,IL
Value,$157K,12/31/2015,All Residential,"Louisville, KY",Place/City,KY
Value,$143K,2/29/2016,All Residential,"Louisville, KY",Place/City,KY
Value,$165K,10/31/2016,All Residential,"Louisville, KY",Place/City,KY
Value,$160K,12/31/2016,All Residential,"Louisville, KY",Place/City,KY
Value,$167K,9/30/2017,All Residential,"Louisville, KY",Place/City,KY
Value,$171K,3/31/2019,All Residential,"Louisville, KY",Place/City,KY
Value,$440K,5/31/2013,All Residential,"Boston, MA",Place/City,MA
Value,$467K,1/31/2014,All Residential,"Boston, MA",Place/City,MA
Value,$700K,4/30/2018,All Residential,"Boston, MA",Place/City,MA
Value,$465K,5/31/2015,All Residential,"New York, NY",Place/City,NY
Value,$120K,9/30/2015,All Residential,"Cincinnati, OH",Place/City,OH
Value,$146K,9/30/2017,All Residential,"Cincinnati, OH",Place/City,OH
Value,$140K,10/31/2017,All Residential,"Cincinnati, OH",Place/City,OH
Value,$138K,11/30/2017,All Residential,"Cincinnati, OH",Place/City,OH
Value,$135K,1/31/2018,All Residential,"Cincinnati, OH",Place/City,OH
Value,$142K,3/31/2018,All Residential,"Cincinnati, OH",Place/City,OH
Value,$155K,9/30/2018,All Residential,"Cincinnati, OH",Place/City,OH
Value,$165K,4/30/2019,All Residential,"Cincinnati, OH",Place/City,OH
Value,$200K,3/31/2016,All Residential,"Houston, TX",Place/City,TX
Value,$210K,5/31/2016,All Residential,"Houston, TX",Place/City,TX
Value,$160K,7/31/2014,All Residential,"Newport News, VA",County,VA
Value,$244K,11/30/2014,All Residential,"Virginia Beach, VA",County,VA
Value,$150K,3/31/2015,All Residential,"Newport News, VA",County,VA
Value,$245K,6/30/2015,All Residential,"Virginia Beach, VA",County,VA
Value,$165K,3/31/2016,All Residential,"Newport News, VA",County,VA
Value,$246K,4/30/2016,All Residential,"Virginia Beach, VA",County,VA
Value,$243K,10/31/2016,All Residential,"Virginia Beach, VA",County,VA
Value,$255K,12/31/2016,All Residential,"Virginia Beach, VA",County,VA
Value,$255K,5/31/2017,All Residential,"Virginia Beach, VA",County,VA
Value,$265K,7/31/2017,All Residential,"Virginia Beach, VA",County,VA
Value,$180K,11/30/2018,All Residential,"Newport News, VA",County,VA
Value,$170K,7/31/2013,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$190K,2/28/2015,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$200K,8/31/2015,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$200K,11/30/2015,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$220K,5/31/2016,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$497K,6/30/2014,All Residential,"Boston, MA",Place/City,MA
Value,$655K,12/31/2018,All Residential,"Boston, MA",Place/City,MA
Value,$144K,4/30/2015,All Residential,"Louisville, KY",Place/City,KY
Value,$163K,5/31/2016,All Residential,"Louisville, KY",Place/City,KY
Value,$168K,8/31/2017,All Residential,"Louisville, KY",Place/City,KY
Value,$382K,2/29/2012,All Residential,"Boston, MA",Place/City,MA
Value,$390K,9/30/2012,All Residential,"Boston, MA",Place/City,MA
Value,$444K,9/30/2013,All Residential,"Boston, MA",Place/City,MA
Value,$555K,5/31/2015,All Residential,"Boston, MA",Place/City,MA
Value,$540K,2/29/2016,All Residential,"Boston, MA",Place/City,MA
Value,$549K,3/31/2016,All Residential,"Boston, MA",Place/City,MA
Value,$633K,11/30/2017,All Residential,"Boston, MA",Place/City,MA
Value,$649K,12/31/2017,All Residential,"Boston, MA",Place/City,MA
Value,$630K,1/31/2018,All Residential,"Boston, MA",Place/City,MA
Value,$679K,5/31/2018,All Residential,"Boston, MA",Place/City,MA
Value,$705K,6/30/2018,All Residential,"Boston, MA",Place/City,MA
Value,$555K,7/31/2016,All Residential,"New York, NY",Place/City,NY
Value,$113K,3/31/2015,All Residential,"Cincinnati, OH",Place/City,OH
Value,$166K,6/30/2018,All Residential,"Cincinnati, OH",Place/City,OH
Value,$173K,12/31/2018,All Residential,"Newport News, VA",Place/City,VA
Value,$214K,2/28/2014,All Residential,"Virginia Beach, VA",County,VA
Value,$239K,4/30/2014,All Residential,"Virginia Beach, VA",County,VA
Value,$241K,6/30/2014,All Residential,"Virginia Beach, VA",County,VA
Value,$170K,12/31/2015,All Residential,"Newport News, VA",County,VA
Value,$245K,2/28/2017,All Residential,"Virginia Beach, VA",County,VA
Value,$246K,4/30/2017,All Residential,"Virginia Beach, VA",County,VA
Value,$175K,9/30/2017,All Residential,"Newport News, VA",County,VA
Value,$250K,11/30/2017,All Residential,"Virginia Beach, VA",County,VA
Value,$253K,7/31/2018,All Residential,"Virginia Beach, VA",County,VA
Value,$173K,10/31/2018,All Residential,"Newport News, VA",County,VA
Value,$127K,5/31/2012,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$125K,8/31/2012,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$129K,9/30/2012,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$199K,7/31/2015,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$221K,6/30/2016,All Residential,"Phoenix, AZ",Place/City,AZ
